date,model_ate,empirical_uplift,treated_n,control_n
2026-01-01,0.055072074633540746,0.21691589648433662,337909.0,1662091.0
2026-01-02,0.05486730936310204,0.21660246599503602,337281.0,1662719.0
2026-01-03,0.05648627642280923,0.21922674224649857,338197.0,1661803.0
